# PTYA_CSV_VERSION: 1
# SIGNAL: name=time, group=General, row=0, col=0, dim=1
# SIGNAL: name=input, group=General, row=0, col=0, dim=1
# SIGNAL: name=output, group=General, row=0, col=0, dim=1
time,input,output
0.0828,-0.125332,-0.00822315
0.0829,-0.18738,-0.0128041
0.083,-0.248689,-0.0173058
0.0831,-0.309016,-0.0217113
0.0832,-0.368124,-0.026004
0.0833,-0.425778,-0.0301673
0.0834,-0.481753,-0.0341859
0.0835,-0.535826,-0.0380449
0.0836,-0.587784,-0.04173
0.0837,-0.637423,-0.0452276
0.0838,-0.684546,-0.048526
0.0839,-0.728968,-0.0516124
0.084,-0.770513,-0.0544765
0.0841,-0.809016,-0.0571084
0.0842,-0.844327,-0.0594992
0.0843,-0.876306,-0.0616409
0.0844,-0.904827,-0.0635266
0.0845,-0.929776,-0.0651507
0.0846,-0.951056,-0.0665082
0.0847,-0.968583,-0.0675957
0.0848,-0.982287,-0.0684103
0.0849,-0.992115,-0.0689508
0.085,-0.998027,-0.0692166
0.0851,-1,-0.0692084
0.0852,-0.998027,-0.068928
0.0853,-0.992115,-0.0683781
0.0854,-0.982287,-0.0675627
0.0855,-0.968583,-0.0664866
0.0856,-0.951057,-0.0651556
0.0857,-0.929777,-0.0635767
0.0858,-0.904828,-0.0617575
0.0859,-0.876307,-0.0597068
0.086,-0.844329,-0.0574339
0.0861,-0.809018,-0.0549495
0.0862,-0.770514,-0.052264
0.0863,-0.728969,-0.0493902
0.0864,-0.684548,-0.0463398
0.0865,-0.637425,-0.0431265
0.0866,-0.587786,-0.0397633
0.0867,-0.535828,-0.0362648
0.0868,-0.481755,-0.0326456
0.0869,-0.42578,-0.0289205
0.087,-0.368126,-0.025105
0.0871,-0.309018,-0.0212147
0.0872,-0.248691,-0.0172651
0.0873,-0.187382,-0.0132724
0.0874,-0.125335,-0.00925297
0.0875,-0.0627915,-0.00522131
0.0876,-9.41749e-07,-0.00119483
0.0877,0.0627896,0.00281115
0.0878,0.125332,0.006781
0.0879,0.18738,0.0106989
0.088,0.248689,0.0145506
0.0881,0.309016,0.0183214
0.0882,0.368124,0.021996
0.0883,0.425778,0.0255607
0.0884,0.481752,0.0290026
0.0885,0.535826,0.0323096
0.0886,0.587784,0.0354684
0.0887,0.637423,0.0384679
0.0888,0.684546,0.0412972
0.0889,0.728968,0.0439464
0.089,0.770513,0.0464061
0.0891,0.809016,0.0486679
0.0892,0.844327,0.050724
0.0893,0.876306,0.0525674
0.0894,0.904827,0.054193
0.0895,0.929776,0.0555949
0.0896,0.951056,0.0567694
0.0897,0.968583,0.0577131
0.0898,0.982287,0.0584238
0.0899,0.992115,0.0589003
0.09,0.998027,0.0591421
0.0901,1,0.0591497
0.0902,0.998027,0.0589246
0.0903,0.992115,0.058469
0.0904,0.982287,0.0577863
0.0905,0.968583,0.0568805
0.0906,0.951057,0.0557566
0.0907,0.929777,0.0544203
0.0908,0.904828,0.0528784
0.0909,0.876307,0.051138
0.091,0.844329,0.0492073
0.0911,0.809018,0.0470952
0.0912,0.770514,0.044811
0.0913,0.728969,0.0423647
0.0914,0.684548,0.0397672
0.0915,0.637425,0.0370295
0.0916,0.587786,0.0341631
0.0917,0.535828,0.0311804
0.0918,0.481755,0.0280936
0.0919,0.42578,0.0249156
0.092,0.368126,0.0216596
0.0921,0.309018,0.0183386
0.0922,0.248691,0.0149663
0.0923,0.187383,0.0115562
0.0924,0.125334,0.008122
0.0925,0.0627917,0.00467732
0.0926,1.26759e-06,0.00123594
0.0927,-0.0627892,-0.00218878
0.0928,-0.125332,-0.00558368
0.0929,-0.18738,-0.00893513
0.093,-0.248689,-0.0122306
0.0931,-0.309016,-0.0154573
0.0932,-0.368123,-0.0186029
0.0933,-0.425778,-0.0216556
0.0934,-0.481753,-0.0246043
0.0935,-0.535826,-0.0274374
0.0936,-0.587784,-0.0301449
0.0937,-0.637423,-0.0327167
0.0938,-0.684546,-0.0351441
0.0939,-0.728968,-0.0374179
0.094,-0.770512,-0.03953
0.0941,-0.809016,-0.0414737
0.0942,-0.844327,-0.0432418
0.0943,-0.876306,-0.0448289
0.0944,-0.904827,-0.0462296
0.0945,-0.929776,-0.0474397
0.0946,-0.951056,-0.0484556
0.0947,-0.968583,-0.0492745
0.0948,-0.982287,-0.0498944
0.0949,-0.992115,-0.0503141
0.095,-0.998027,-0.0505332
0.0951,-1,-0.0505522
0.0952,-0.998027,-0.0503722
0.0953,-0.992115,-0.0499951
0.0954,-0.982287,-0.0494237
0.0955,-0.968583,-0.0486614
0.0956,-0.951057,-0.0477125
0.0957,-0.929777,-0.0465819
0.0958,-0.904828,-0.0452748
0.0959,-0.876307,-0.043798
0.096,-0.844329,-0.0421581
0.0961,-0.809018,-0.0403627
0.0962,-0.770514,-0.0384196
0.0963,-0.72897,-0.0363376
0.0964,-0.684548,-0.0341258
0.0965,-0.637425,-0.0317932
0.0966,-0.587786,-0.0293503
0.0967,-0.535828,-0.0268073
0.0968,-0.481755,-0.0241747
0.0969,-0.42578,-0.0214634
0.097,-0.368126,-0.0186852
0.0971,-0.309018,-0.0158499
0.0972,-0.248691,-0.0129705
0.0973,-0.187382,-0.010058
0.0974,-0.125335,-0.00712471
0.0975,-0.0627924,-0.00418173
0.0976,-1.41859e-06,-0.00123978
0.0977,0.0627891,0.00168816
0.0978,0.125332,0.00459162
0.0979,0.18738,0.00745788
0.098,0.248689,0.0102773
0.0981,0.309016,0.0130387
0.0982,0.368123,0.0157315
0.0983,0.425778,0.0183455
0.0984,0.481752,0.0208706
0.0985,0.535826,0.0232986
0.0986,0.587784,0.0256193
0.0987,0.637423,0.0278247
0.0988,0.684546,0.0299069
0.0989,0.728968,0.031858
0.099,0.770513,0.0336722
0.0991,0.809016,0.0353423
0.0992,0.844327,0.0368628
0.0993,0.876306,0.0382286
0.0994,0.904826,0.0394357
0.0995,0.929776,0.04048
0.0996,0.951056,0.0413586
0.0997,0.968583,0.0420691
0.0998,0.982287,0.0426094
0.0999,0.992115,0.0429788
0.1,0.998027,0.0431768
0.1001,1,0.0432037
0.1002,0.998027,0.0430604
0.1003,0.992115,0.0427487
0.1004,0.982288,0.0422707
0.1005,0.968584,0.0416294
0.1006,0.951057,0.0408283
0.1007,0.929777,0.0398717
0.1008,0.904828,0.0387641
0.1009,0.876307,0.037511
0.101,0.844329,0.0361181
0.1011,0.809018,0.0345919
0.1012,0.770514,0.0329391
0.1013,0.72897,0.0311671
0.1014,0.684548,0.0292836
0.1015,0.637425,0.0272966
0.1016,0.587786,0.0252148
0.1017,0.535828,0.0230466
0.1018,0.481755,0.0208014
0.1019,0.425781,0.0184885
0.102,0.368126,0.0161173
0.1021,0.309018,0.0136975
0.1022,0.248691,0.0112389
0.1023,0.187383,0.00875156
0.1024,0.125335,0.00624544
0.1025,0.0627919,0.00373032
0.1026,1.3868e-06,0.00121626
0.1027,-0.0627892,-0.00128684
0.1028,-0.125332,-0.00376921
0.1029,-0.18738,-0.0062211
0.103,-0.248689,-0.0086334
0.1031,-0.309016,-0.0109964
0.1032,-0.368123,-0.0133013
0.1033,-0.425778,-0.0155396
0.1034,-0.481753,-0.0177029
0.1035,-0.535825,-0.0197827
0.1036,-0.587784,-0.0217718
0.1037,-0.637423,-0.0236628
0.1038,-0.684546,-0.0254489
0.1039,-0.728968,-0.0271237
0.104,-0.770512,-0.0286813
0.1041,-0.809016,-0.0301163
0.1042,-0.844327,-0.0314238
0.1043,-0.876306,-0.0325996
0.1044,-0.904827,-0.0336397
0.1045,-0.929776,-0.0345407
0.1046,-0.951056,-0.0353006
0.1047,-0.968583,-0.0359166
0.1048,-0.982287,-0.0363876
0.1049,-0.992115,-0.0367124
0.105,-0.998027,-0.0368907
0.1051,-1,-0.0369228
0.1052,-0.998027,-0.0368095
0.1053,-0.992115,-0.036552
0.1054,-0.982287,-0.0361523
0.1055,-0.968583,-0.0356129
0.1056,-0.951057,-0.0349368
0.1057,-0.929777,-0.0341275
0.1058,-0.904828,-0.0331889
0.1059,-0.876307,-0.0321258
0.106,-0.844329,-0.0309428
0.1061,-0.809018,-0.0296454
0.1062,-0.770514,-0.0282396
0.1063,-0.72897,-0.0267315
0.1064,-0.684548,-0.0251278
0.1065,-0.637425,-0.0234353
0.1066,-0.587787,-0.021661
0.1067,-0.535828,-0.0198122
0.1068,-0.481755,-0.0178975
0.1069,-0.42578,-0.0159243
0.107,-0.368126,-0.0139012
0.1071,-0.309018,-0.0118357
0.1072,-0.248691,-0.00973655
0.1073,-0.187382,-0.00761175
0.1074,-0.125335,-0.00547126
0.1075,-0.0627924,-0.00332264
0.1076,-1.41859e-06,-0.00117346
0.1077,0.0627891,0.00096642
0.1078,0.125332,0.0030891
0.1079,0.18738,0.00518635
0.108,0.248689,0.00725005
0.1081,0.309016,0.00927233
0.1082,0.368123,0.0112455
0.1083,0.425778,0.013162
0.1084,0.481752,0.0150143
0.1085,0.535825,0.0167964
0.1086,0.587784,0.0185017
0.1087,0.637423,0.020123
0.1088,0.684546,0.0216551
0.1089,0.728968,0.0230921
0.109,0.770512,0.0244296
0.1091,0.809016,0.0256625
0.1092,0.844327,0.0267868
0.1093,0.876306,0.0277987
0.1094,0.904826,0.0286949
0.1095,0.929776,0.0294725
0.1096,0.951056,0.0301293
0.1097,0.968583,0.0306635
0.1098,0.982287,0.0310737
0.1099,0.992115,0.0313591
0.11,0.998027,0.0315194
0.1101,1,0.0315546
0.1102,0.998027,0.0314655
0.1103,0.992115,0.0312531
0.1104,0.982288,0.0309191
0.1105,0.968584,0.0304655
0.1106,0.951057,0.029895
0.1107,0.929777,0.0292104
0.1108,0.904828,0.0284152
0.1109,0.876307,0.0275131
0.111,0.844329,0.0265085
0.1111,0.809018,0.0254058
0.1112,0.770514,0.0242101
0.1113,0.72897,0.0229267
0.1114,0.684548,0.021561
0.1115,0.637425,0.0201192
0.1116,0.587786,0.0186071
0.1117,0.535828,0.0170313
0.1118,0.481755,0.0153985
0.1119,0.425781,0.0137153
0.112,0.368126,0.0119885
0.1121,0.309018,0.0102255
0.1122,0.248691,0.00843322
0.1123,0.187383,0.0066191
0.1124,0.125335,0.00479033
0.1125,0.062792,0.0029539
0.1126,1.50601e-06,0.00111747
0.1127,-0.062789,-0.000711864
0.1128,-0.125332,-0.00252682
0.1129,-0.18738,-0.00432048
0.113,-0.248688,-0.00608616
0.1131,-0.309015,-0.00781659
0.1132,-0.368123,-0.00950558
0.1133,-0.425778,-0.0111466
0.1134,-0.481752,-0.0127335
0.1135,-0.535825,-0.0142603
0.1136,-0.587784,-0.0157215
0.1137,-0.637423,-0.0171117
0.1138,-0.684546,-0.0184257
0.1139,-0.728968,-0.0196593
0.114,-0.770512,-0.0208075
0.1141,-0.809016,-0.0218668
0.1142,-0.844327,-0.0228337
0.1143,-0.876306,-0.0237043
0.1144,-0.904826,-0.0244764
0.1145,-0.929776,-0.0251473
0.1146,-0.951056,-0.0257152
0.1147,-0.968583,-0.0261783
0.1148,-0.982287,-0.0265354
0.1149,-0.992115,-0.026786
0.115,-0.998027,-0.0269296
0.1151,-1,-0.0269664
0.1152,-0.998027,-0.0268969
0.1153,-0.992115,-0.0267219
0.1154,-0.982288,-0.0264429
0.1155,-0.968584,-0.0260617
0.1156,-0.951057,-0.0255803
0.1157,-0.929777,-0.0250013
0.1158,-0.904828,-0.0243275
0.1159,-0.876307,-0.0235624
0.116,-0.844329,-0.0227091
0.1161,-0.809018,-0.021772
0.1162,-0.770514,-0.0207552
0.1163,-0.72897,-0.0196626
0.1164,-0.684548,-0.0185
0.1165,-0.637425,-0.0172719
0.1166,-0.587787,-0.0159834
0.1167,-0.535828,-0.01464
0.1168,-0.481755,-0.0132475
0.1169,-0.425781,-0.0118115
0.117,-0.368126,-0.0103381
0.1171,-0.309018,-0.00883322
0.1172,-0.248691,-0.00730302
0.1173,-0.187383,-0.00575365
0.1174,-0.125335,-0.00419135
0.1175,-0.0627924,-0.00262281
0.1176,-1.41859e-06,-0.00105282
0.1177,0.0627891,0.000511008
0.1178,0.125332,0.00206304
0.1179,0.18738,0.00359724
0.118,0.248688,0.00510721
0.1181,0.309015,0.00658811
0.1182,0.368123,0.00803428
0.1183,0.425778,0.00943933
0.1184,0.481752,0.010798
0.1185,0.535825,0.0121061
0.1186,0.587784,0.0133585
0.1187,0.637423,0.0145504
0.1188,0.684546,0.0156776
0.1189,0.728968,0.0167361
0.119,0.770512,0.0177221
0.1191,0.809016,0.0186322
0.1192,0.844327,0.0194633
0.1193,0.876306,0.0202127
0.1194,0.904826,0.0208778
0.1195,0.929776,0.0214566
0.1196,0.951056,0.0219473
0.1197,0.968583,0.0223487
0.1198,0.982287,0.0226596
0.1199,0.992114,0.0228794
0.12,0.998027,0.0230079
0.1201,1,0.023045
0.1202,0.998027,0.0229913
0.1203,0.992115,0.0228473
0.1204,0.982288,0.0226145
0.1205,0.968584,0.0222941
0.1206,0.951057,0.021888
0.1207,0.929777,0.0213984
0.1208,0.904828,0.0208276
0.1209,0.876307,0.0201785
0.121,0.844329,0.019454
0.1211,0.809018,0.0186576
0.1212,0.770514,0.0177927
0.1213,0.72897,0.0168632
0.1214,0.684548,0.0158732
0.1215,0.637425,0.014827
0.1216,0.587787,0.013729
0.1217,0.535828,0.0125838
0.1218,0.481755,0.0113962
0.1219,0.425781,0.0101714
0.122,0.368126,0.00891412
0.1221,0.309019,0.00762977
0.1222,0.248692,0.0063233
0.1223,0.187383,0.00500015
0.1224,0.125335,0.00366561
0.1225,0.0627922,0.00232499
0.1226,1.62522e-06,0.000983627
0.1227,-0.0627888,-0.000353098
0.1228,-0.125331,-0.00168006
0.1229,-0.18738,-0.00299235
0.123,-0.248688,-0.00428453
0.1231,-0.309015,-0.00555164
0.1232,-0.368123,-0.00678924
0.1233,-0.425778,-0.00799224
0.1234,-0.481752,-0.00915607
0.1235,-0.535825,-0.010277
0.1236,-0.587784,-0.0113501
0.1237,-0.637423,-0.012372
0.1238,-0.684546,-0.0133388
0.1239,-0.728967,-0.0142471
0.124,-0.770512,-0.0150937
0.1241,-0.809016,-0.0158756
0.1242,-0.844327,-0.0165901
0.1243,-0.876306,-0.0172348
0.1244,-0.904826,-0.0178077
0.1245,-0.929776,-0.018307
0.1246,-0.951056,-0.0187312
0.1247,-0.968583,-0.019079
0.1248,-0.982287,-0.0193495
0.1249,-0.992114,-0.0195423
0.125,-0.998027,-0.0196569
0.1251,-1,-0.0196936
0.1252,-0.998027,-0.0196525
0.1253,-0.992115,-0.0195343
0.1254,-0.982288,-0.01934
0.1255,-0.968584,-0.0190709
0.1256,-0.951057,-0.0187283
0.1257,-0.929777,-0.0183143
0.1258,-0.904828,-0.0178309
0.1259,-0.876307,-0.0172802
0.126,-0.844329,-0.016665
0.1261,-0.809018,-0.0159881
0.1262,-0.770514,-0.0152528
0.1263,-0.72897,-0.0144618
0.1264,-0.684548,-0.013619
0.1265,-0.637425,-0.0127277
0.1266,-0.587787,-0.0117921
0.1267,-0.535828,-0.0108158
0.1268,-0.481755,-0.00980317
0.1269,-0.425781,-0.00875826
0.127,-0.368126,-0.00768543
0.1271,-0.309019,-0.00658954
0.1272,-0.248691,-0.0054737
0.1273,-0.187383,-0.00434374
0.1274,-0.125335,-0.00320377
0.1275,-0.0627924,-0.0020588
0.1276,-1.89542e-06,-0.000912427
0.1277,0.0627887,0.000230355
0.1278,0.125332,0.00136556
0.1279,0.18738,0.0024878
0.128,0.248688,0.00359277
0.1281,0.309015,0.00467715
0.1282,0.368123,0.00573636
0.1283,0.425778,0.00676635
0.1284,0.481752,0.00776328
0.1285,0.535825,0.00872341
0.1286,0.587784,0.00964325
0.1287,0.637423,0.0105194
0.1288,0.684546,0.0113486
0.1289,0.728968,0.012128
0.129,0.770512,0.0128545
0.1291,0.809016,0.0135265
0.1292,0.844327,0.0141408
0.1293,0.876306,0.0146956
0.1294,0.904826,0.0151891
0.1295,0.929776,0.0156195
0.1296,0.951056,0.015986
0.1297,0.968583,0.0162874
0.1298,0.982287,0.0165228
0.1299,0.992114,0.0166916
0.13,0.998027,0.0167938
0.1301,1,0.0168292
0.1302,0.998027,0.0167983
0.1303,0.992115,0.0167014
0.1304,0.982288,0.0165394
0.1305,0.968584,0.0163134
0.1306,0.951057,0.0160246
0.1307,0.929777,0.0156746
0.1308,0.904828,0.0152651
0.1309,0.876308,0.0147981
0.131,0.844329,0.0142758
0.1311,0.809018,0.0137005
0.1312,0.770514,0.0130751
0.1313,0.72897,0.0124021
0.1314,0.684548,0.0116845
0.1315,0.637425,0.0109255
0.1316,0.587787,0.0101281
0.1317,0.535828,0.00929601
0.1318,0.481755,0.00843249
0.1319,0.425781,0.00754116
0.132,0.368126,0.00662586
0.1321,0.309019,0.00569012
0.1322,0.248692,0.00473776
0.1323,0.187383,0.00377292
0.1324,0.125335,0.00279917
0.1325,0.0627923,0.00182051
0.1326,1.86364e-06,0.000840921
0.1327,-0.0627887,-0.000135963
0.1328,-0.125331,-0.00110619
0.1329,-0.18738,-0.00206599
0.133,-0.248688,-0.00301156
0.1331,-0.309015,-0.00393956
0.1332,-0.368123,-0.00484605
0.1333,-0.425778,-0.00572792
0.1334,-0.481752,-0.00658172
0.1335,-0.535825,-0.00740426
0.1336,-0.587784,-0.00819233
0.1337,-0.637423,-0.00894366
0.1338,-0.684546,-0.00965488
0.1339,-0.728967,-0.0103235
0.134,-0.770512,-0.0109475
0.1341,-0.809016,-0.0115245
0.1342,-0.844327,-0.0120526
0.1343,-0.876306,-0.0125299
0.1344,-0.904826,-0.012955
0.1345,-0.929776,-0.0133264
0.1346,-0.951056,-0.013643
0.1347,-0.968583,-0.0139041
0.1348,-0.982287,-0.0141087
0.1349,-0.992114,-0.0142566
0.135,-0.998027,-0.0143475
0.1351,-1,-0.0143813
0.1352,-0.998027,-0.0143584
0.1353,-0.992115,-0.0142791
0.1354,-0.982288,-0.0141442
0.1355,-0.968584,-0.0139543
0.1356,-0.951057,-0.0137108
0.1357,-0.929777,-0.013415
0.1358,-0.904828,-0.0130682
0.1359,-0.876308,-0.0126721
0.136,-0.844329,-0.0122287
0.1361,-0.809018,-0.0117401
0.1362,-0.770514,-0.011208
0.1363,-0.72897,-0.0106353
0.1364,-0.684548,-0.0100244
0.1365,-0.637425,-0.00937787
0.1366,-0.587787,-0.00869848
0.1367,-0.535829,-0.0079895
0.1368,-0.481755,-0.00725274
0.1369,-0.425781,-0.00649245
0.137,-0.368126,-0.00571136
0.1371,-0.309019,-0.00491315
0.1372,-0.248692,-0.00410019
0.1373,-0.187383,-0.00327616
0.1374,-0.125335,-0.00244394
0.1375,-0.0627924,-0.00160824
0.1376,-1.89542e-06,-0.000770983
0.1377,0.0627887,6.40656e-05
0.1378,0.125331,0.000893639
0.1379,0.18738,0.0017145
0.138,0.248688,0.00252348
0.1381,0.309015,0.00331746
0.1382,0.368123,0.00409344
0.1383,0.425778,0.00484843
0.1384,0.481752,0.00557963
0.1385,0.535825,0.00628429
0.1386,0.587784,0.00695944
0.1387,0.637423,0.00760376
0.1388,0.684546,0.00821373
0.1389,0.728968,0.00878758
0.139,0.770512,0.00932299
0.1391,0.809016,0.00981837
0.1392,0.844327,0.0102725
0.1393,0.876306,0.0106835
0.1394,0.904826,0.0110495
0.1395,0.929776,0.0113696
0.1396,0.951056,0.0116432
0.1397,0.968583,0.0118692
0.1398,0.982287,0.0120472
0.1399,0.992114,0.0121766
0.14,0.998027,0.0122573
0.1401,1,0.0122893
0.1402,0.998027,0.0122727
0.1403,0.992115,0.012208
0.1404,0.982288,0.0120956
0.1405,0.968584,0.0119363
0.1406,0.951057,0.0117311
0.1407,0.929777,0.011481
0.1408,0.904828,0.0111874
0.1409,0.876308,0.0108515
0.141,0.844329,0.0104751
0.1411,0.809018,0.0100598
0.1412,0.770514,0.00960749
0.1413,0.72897,0.00912027
0.1414,0.684549,0.00860019
0.1415,0.637425,0.0080495
0.1416,0.587787,0.00747066
0.1417,0.535828,0.00686602
0.1418,0.481755,0.00623811
0.1419,0.425781,0.00558971
0.142,0.368126,0.00492316
0.1421,0.309019,0.00424152
0.1422,0.248692,0.0035476
0.1423,0.187383,0.00284392
0.1424,0.125335,0.00213358
0.1425,0.0627925,0.00141919
0.1426,1.86364e-06,0.000703555
0.1427,-0.0627887,-1.02493e-05
0.1428,-0.125331,-0.000719417
0.1429,-0.187379,-0.00142133
0.143,-0.248688,-0.00211349
0.1431,-0.309015,-0.00279277
0.1432,-0.368123,-0.0034569
0.1433,-0.425778,-0.00410343
0.1434,-0.481752,-0.00472942
0.1435,-0.535825,-0.0053331
0.1436,-0.587784,-0.00591197
0.1437,-0.637423,-0.00646404
0.1438,-0.684546,-0.00698716
0.1439,-0.728967,-0.00747941
0.144,-0.770512,-0.00793942
0.1441,-0.809016,-0.0083652
0.1442,-0.844327,-0.00875526
0.1443,-0.876306,-0.00910864
0.1444,-0.904826,-0.0094238
0.1445,-0.929776,-0.0097
0.1446,-0.951056,-0.00993632
0.1447,-0.968583,-0.010132
0.1448,-0.982287,-0.0102866
0.1449,-0.992114,-0.0103998
0.145,-0.998027,-0.0104714
0.1451,-1,-0.0105014
0.1452,-0.998027,-0.0104898
0.1453,-0.992115,-0.0104371
0.1454,-0.982288,-0.0103436
0.1455,-0.968584,-0.0102099
0.1456,-0.951057,-0.0100371
0.1457,-0.929777,-0.00982556
0.1458,-0.904828,-0.00957696
0.1459,-0.876308,-0.00929215
0.146,-0.844329,-0.00897256
0.1461,-0.809018,-0.00861984
0.1462,-0.770515,-0.00823528
0.1463,-0.72897,-0.00782069
0.1464,-0.684548,-0.00737778
0.1465,-0.637425,-0.00690875
0.1466,-0.587787,-0.00641549
0.1467,-0.535829,-0.00590047
0.1468,-0.481756,-0.00536509
0.1469,-0.425781,-0.00481192
0.147,-0.368126,-0.00424286
0.1471,-0.309019,-0.00366155
0.1472,-0.248692,-0.00306904
0.1473,-0.187383,-0.00246815
0.1474,-0.125335,-0.00186133
0.1475,-0.0627924,-0.00125096
0.1476,-1.89542e-06,-0.000639498
0.1477,0.0627887,-2.93511e-05
0.1478,0.125331,0.000577095
0.1479,0.18738,0.00117747
0.148,0.248688,0.00176946
0.1481,0.309015,0.00235033
0.1482,0.368122,0.00291833
0.1483,0.425778,0.00347261
0.1484,0.481752,0.00400887
0.1485,0.535825,0.00452599
0.1486,0.587784,0.00502168
0.1487,0.637422,0.00549495
0.1488,0.684546,0.00594359
0.1489,0.728967,0.00636609
0.149,0.770512,0.00676088
0.1491,0.809016,0.0071263
0.1492,0.844327,0.00746191
0.1493,0.876306,0.00776586
0.1494,0.904826,0.00803729
0.1495,0.929776,0.00827542
0.1496,0.951056,0.00847953
0.1497,0.968583,0.00864895
0.1498,0.982287,0.00878334
0.1499,0.992114,0.00888229
0.15,0.998027,0.00894566
0.1501,1,0.00897346
0.1502,0.998027,0.00896579
0.1503,0.992115,0.00892291
0.1504,0.982288,0.0088452
0.1505,0.968584,0.00873318
0.1506,0.951057,0.0085875
0.1507,0.929777,0.00840892
0.1508,0.904828,0.00819839
0.1509,0.876308,0.00795695
0.151,0.844329,0.00768567
0.1511,0.809018,0.00738584
0.1512,0.770515,0.00705892
0.1513,0.72897,0.00670618
0.1514,0.684549,0.0063293
0.1515,0.637426,0.00592996
0.1516,0.587787,0.00550962
0.1517,0.535829,0.00507039
0.1518,0.481755,0.00461386
0.1519,0.425781,0.00414204
0.152,0.368127,0.00365701
0.1521,0.309019,0.0031605
0.1522,0.248692,0.00265467
0.1523,0.187383,0.00214169
0.1524,0.125335,0.00162324
0.1525,0.0627926,0.00110191
0.1526,2.10206e-06,0.000579373
0.1527,-0.0627884,5.78285e-05
0.1528,-0.125331,-0.00046055
0.1529,-0.187379,-0.000974127
0.153,-0.248688,-0.00148041
0.1531,-0.309015,-0.00197782
0.1532,-0.368123,-0.00246421
0.1533,-0.425777,-0.00293809
0.1534,-0.481752,-0.00339735
0.1535,-0.535825,-0.00384013
0.1536,-0.587784,-0.00426544
0.1537,-0.637422,-0.00467097
0.1538,-0.684546,-0.00505571
0.1539,-0.728967,-0.00541821
0.154,-0.770512,-0.0057571
0.1541,-0.809016,-0.00607116
0.1542,-0.844327,-0.00635946
0.1543,-0.876306,-0.00662086
0.1544,-0.904826,-0.00685451
0.1545,-0.929776,-0.00705981
0.1546,-0.951056,-0.00723619
0.1547,-0.968583,-0.00738278
0.1548,-0.982287,-0.00749951
0.1549,-0.992114,-0.00758596
0.155,-0.998027,-0.00764208
0.1551,-1,-0.00766774
0.1552,-0.998027,-0.00766307
0.1553,-0.992115,-0.00762831
0.1554,-0.982288,-0.00756375
0.1555,-0.968584,-0.00746979
0.1556,-0.951057,-0.00734714
0.1557,-0.929777,-0.00719626
0.1558,-0.904828,-0.00701804
0.1559,-0.876308,-0.00681341
0.156,-0.844329,-0.00658291
0.1561,-0.809018,-0.00632835
0.1562,-0.770515,-0.00605035
0.1563,-0.72897,-0.00575025
0.1564,-0.684549,-0.00542961
0.1565,-0.637426,-0.00508941
0.1566,-0.587787,-0.00473097
0.1567,-0.535829,-0.0043569
0.1568,-0.481756,-0.00396767
0.1569,-0.425781,-0.00356523
0.157,-0.368126,-0.0031513
0.1571,-0.309019,-0.00272757
0.1572,-0.248692,-0.00229623
0.1573,-0.187383,-0.00185761
0.1574,-0.125335,-0.00141491
0.1575,-0.0627924,-0.000969394
0.1576,-1.89542e-06,-0.000522864
0.1577,0.0627882,-7.75407e-05
0.1578,0.125331,0.000365762
0.1579,0.18738,0.000805329
0.158,0.248688,0.0012385
0.1581,0.309015,0.00166364
0.1582,0.368122,0.00207958
0.1583,0.425777,0.00248564
0.1584,0.481752,0.00287891
0.1585,0.535825,0.00325879
0.1586,0.587784,0.00362267
0.1587,0.637422,0.00397046
0.1588,0.684546,0.00430039
0.1589,0.728967,0.00461141
0.159,0.770512,0.0049023
0.1591,0.809016,0.0051718
0.1592,0.844327,0.00541977
0.1593,0.876306,0.00564466
0.1594,0.904826,0.00584587
0.1595,0.929776,0.00602285
0.1596,0.951056,0.00617487
0.1597,0.968583,0.00630184
0.1598,0.982287,0.00640333
0.1599,0.992114,0.00647882
0.16,0.998027,0.00652835
0.1601,1,0.00655191
0.1602,0.998027,0.00654954
0.1603,0.992115,0.00652144
0.1604,0.982288,0.00646785
0.1605,0.968584,0.00638917
0.1606,0.951057,0.00628584
0.1607,0.929777,0.00615845
0.1608,0.904828,0.00600759
0.1609,0.876308,0.00583407
0.161,0.844329,0.00563863
0.1611,0.809018,0.00542228
0.1612,0.770515,0.00518593
0.1613,0.72897,0.00493068
0.1614,0.684549,0.0046576
0.1615,0.637426,0.00436787
0.1616,0.587787,0.0040629
0.1617,0.535829,0.00374371
0.1618,0.481756,0.00341184
0.1619,0.425781,0.00306874
0.162,0.368127,0.00271559
0.1621,0.309019,0.00235396
0.1622,0.248692,0.00198533
0.1623,0.187383,0.00161121
0.1624,0.125335,0.00123319
0.1625,0.0627928,0.000852591
0.1626,2.22127e-06,0.000471009
0.1627,-0.0627882,9.00807e-05
0.1628,-0.125331,-0.00028894
0.1629,-0.187379,-0.000664558
0.163,-0.248688,-0.00103497
0.1631,-0.309015,-0.001399
0.1632,-0.368123,-0.00175549
0.1633,-0.425777,-0.00210261
0.1634,-0.481752,-0.00243941
0.1635,-0.535825,-0.00276445
0.1636,-0.587783,-0.00307662
0.1637,-0.637422,-0.00337475
0.1638,-0.684546,-0.00365768
0.1639,-0.728967,-0.00392451
0.164,-0.770512,-0.00417402
0.1641,-0.809016,-0.00440573
0.1642,-0.844327,-0.00461864
0.1643,-0.876306,-0.00481207
0.1644,-0.904826,-0.00498536
0.1645,-0.929776,-0.00513791
0.1646,-0.951056,-0.00526931
0.1647,-0.968583,-0.00537912
0.1648,-0.982287,-0.00546718
